Cover_Type,Distance_To_Hydrology,Eastern_Aspect,Elevation,Hillshade_3pm,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Hydrology,Northern_Aspect,Slope,Southern_Aspect,Vertical_Distance_To_Hydrology,Western_Aspect,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4
5,-0.7662309012129541,1,-0.09654295487628944,-0.5247795042144756,-0.5247795042144756,-0.5247795042144756,1.139585736198392,-0.7625884722058258,0,1.3601718206829916,0,-0.4584866418710341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.24623960264776776,1,-0.5706078065771758,0.4400815077350232,0.4400815077350232,0.4400815077350232,-0.7486840298958016,-0.21514760004529054,0,-1.1239630754567078,0,-0.5401361167458922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.4691612419531657,1,-0.0007722777649992566,-1.5773551536139288,-1.5773551536139288,-1.5773551536139288,1.2090185173657246,-0.49124821383060396,0,1.59675609650582,0,0.031410207378115056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-1.0949683292871635,0,-0.1516110942152813,0.0015083204852510274,0.0015083204852510274,0.0015083204852510274,1.0965676000403708,-1.0815322846819637,1,-0.5325023858996365,0,-0.8340742262953817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-1.0949683292871635,0,-0.12048562415411199,0.6593681013599093,0.6593681013599093,0.6593681013599093,0.28827946275544625,-1.0815322846819637,1,-1.5971316271023648,0,-0.8340742262953817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,-1.0949683292871635,0,-0.4293460578380228,0.7032254200848865,0.7032254200848865,0.7032254200848865,-1.0437733498569646,-1.0815322846819637,1,-1.715423765013779,0,-0.8340742262953817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.39872359252484657,1,-0.5179339341659662,0.1769375953851599,0.1769375953851599,0.1769375953851599,-0.8581161306486627,-0.3674789731682221,0,-0.8873787996338792,0,-0.8830639112202967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.934948150285233,0,-0.11090855644298296,-0.9633526914642477,-0.9633526914642477,-0.9633526914642477,1.0769452923191682,-0.9387216223792154,1,1.2418796827715775,0,-0.556466011720864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,-0.641364781096327,1,-0.17076522963753935,0.7470827388098638,0.7470827388098638,0.7470827388098638,-0.040771543646259796,-0.6292985207232608,0,-1.3605473512795363,0,-0.4584866418710341,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.12014439466562075,1,-0.5275110018770953,0.26465223283511435,0.26465223283511435,0.26465223283511435,-0.7909474619106996,-0.08185764856272543,0,-1.0056709375452935,0,-0.9157237011702399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.11096407551511324,1,-0.5394823365160065,0.4400815077350232,0.4400815077350232,0.4400815077350232,-0.7773627873344825,-0.0723369377425422,0,-1.1239630754567078,0,-0.8993938061952683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.00904370314902687,1,-0.5107511333826195,0.5716534639099549,0.5716534639099549,0.5716534639099549,-0.796230390912562,0.032390881279473246,0,-1.242255213368122,0,-0.8340742262953817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.6529063009614349,1,-0.6017332766383452,0.3523668702850688,0.3523668702850688,0.3523668702850688,-0.6143466924198758,-0.6292985207232608,0,-1.242255213368122,0,-0.7197649614705803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.6959217909812291,1,-0.6232816789883855,0.5277961451849776,0.5277961451849776,0.5277961451849776,-0.6822700653009619,-0.6769020748241769,0,-1.1239630754567078,0,-0.6217855916207505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.805565484303707,1,-0.08696588716516042,-0.9194953727392706,-0.9194953727392706,-0.9194953727392706,1.1946791386463842,-0.7959109600764671,0,1.59675609650582,0,-0.556466011720864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.6529063009614349,0,-0.024714947042821803,-0.6124941416644301,-0.6124941416644301,-0.6124941416644301,1.0595870970273351,-0.6769020748241769,1,1.005295406948749,0,-0.13188874237160134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.9557472233720178,1,-0.12766842493745875,0.6593681013599093,0.6593681013599093,0.6593681013599093,1.1750568309251814,-0.9387216223792154,0,-1.715423765013779,0,-0.8340742262953817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.1996011355445358,1,-0.5730020735049581,-0.17392095441465785,-0.17392095441465785,-0.17392095441465785,-0.6211390297079844,-0.16754404594437441,0,-0.29591811007680796,0,-0.5238062217709206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.2812424355319595,1,-0.5921562089272161,0.3523668702850688,0.3523668702850688,0.3523668702850688,-0.6052902427023976,-0.2484700879159318,0,-1.1239630754567078,0,-0.6544453815706938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.9301743397293257,0,-0.06541748481512014,-0.3054929105895895,-0.3054929105895895,-0.3054929105895895,1.1335481030534067,-0.9387216223792154,1,0.8870032690373346,0,-0.5238062217709206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.2122460101600474,1,-0.5969447427827806,0.0015083204852510274,0.0015083204852510274,0.0015083204852510274,-0.5917055681261805,-0.17706475676455766,0,-0.6507945238110507,0,-0.687105171520637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.25943546576315296,1,-0.6304644797717323,0.4839388264600004,0.4839388264600004,0.4839388264600004,-0.6369878167135712,-0.22466831086547376,0,-1.3605473512795363,0,-0.8993938061952683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.280607497485872,0,-0.6232816789883855,0.5716534639099549,0.5716534639099549,0.5716534639099549,-0.6596289410072665,-0.2484700879159318,1,-1.4788394891909504,0,-0.6217855916207505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.3407576278962212,0,-0.6232816789883855,0.3523668702850688,0.3523668702850688,0.3523668702850688,-0.6822700653009619,-0.31035470824712275,1,-1.242255213368122,0,-0.6217855916207505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.46812969110908786,1,-0.6208874120606032,0.4839388264600004,0.4839388264600004,0.4839388264600004,-0.6822700653009619,-0.44364465972968786,0,-1.3605473512795363,0,-0.556466011720864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,-0.8973702464401202,1,0.48526390857479845,0.3085095515600916,0.3085095515600916,0.3085095515600916,3.1176652953242443,-0.8815973574581161,0,-0.6507945238110507,0,-0.7197649614705803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,-0.4647888123887941,1,-0.10612002258741846,0.396224189010046,0.396224189010046,0.396224189010046,0.23318606030745417,-0.44364465972968786,0,-1.0056709375452935,0,-0.4748165368460057,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.38342573553239173,0,-0.5801848742883049,0.22079491411013713,0.22079491411013713,0.22079491411013713,-0.5917055681261805,-0.3531979069379473,1,-1.1239630754567078,0,-0.6707752765456654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.3876757826453818,1,-0.5969447427827806,-0.39320754803954394,-0.39320754803954394,-0.39320754803954394,-0.6369878167135712,-0.3674789731682221,0,-0.29591811007680796,0,-0.39316706197114754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.4983355439776841,1,-0.6137046112772564,0.08922295793520546,0.08922295793520546,0.08922295793520546,-0.6596289410072665,-0.47696714760032916,0,-0.769086661722465,0,-0.507476326795949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.4713848546158291,1,-0.5753963404327403,0.3085095515600916,0.3085095515600916,0.3085095515600916,-0.6143466924198758,-0.44364465972968786,0,-1.1239630754567078,0,-0.6707752765456654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.6763778998177173,0,0.40625309995798403,-0.21777827313963508,-0.21777827313963508,-0.21777827313963508,2.7222003243276984,-0.6531002977737188,1,-0.4142102479882222,0,-0.736094856445552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,-0.0646903382234469,1,-0.022320680115039546,0.3523668702850688,0.3523668702850688,0.3523668702850688,0.43242795409197343,-0.04377480528199253,0,-1.242255213368122,0,-0.14821863734657298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,-0.2595901320150919,1,-0.261747372893265,0.26465223283511435,0.26465223283511435,0.26465223283511435,-0.46944349694022547,-0.22466831086547376,0,-1.0056709375452935,0,-0.8667340162453251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
